rr,r_scale,r_scale_2,decline,dt_decline,imp,rep_vol,rep_vol_seq,surge_scale,surge_time,end_scale,end_time,rep_scale
1.5,1,1,0.02,1,1,0.1,0.1,1,100,1,110,1
